,0
2489,165655
2490,809019
2491,354387
2492,849640
2493,618480
2494,472965
2495,952297
2496,638190
2497,830519
2498,380758
2499,27697
2500,286025
2501,177980
2502,333854
2503,21168
2504,704629
2505,325082
2506,612618
2507,458600
2508,708177
2509,601800
2510,1011299
2511,555180
2512,325003
2513,662677
2514,32547
2515,828975
2516,853011
2517,921593
2518,506536
2519,509347
2520,561007
2521,236174
2522,663766
2523,260853
2524,668218
2525,315307
2526,301505
2527,453326
2528,388882
2529,1020244
2530,990900
2531,728487
2532,452571
2533,952940
2534,894170
2535,490110
2536,790198
2537,441649
2538,703959
2539,244346
2540,633231
2541,176503
2542,781933
2543,158316
2544,56095
2545,146311
2546,686438
2547,408910
2548,678858
2549,968974
2550,677003
2551,789498
2552,551941
2553,520880
2554,368263
2555,915519
2556,593959
2557,495576
2558,73913
2559,378250
2560,1022846
2561,741963
2562,42352
2563,339975
2564,1006879
2565,376697
2566,966484
2567,512762
2568,918137
2569,867706
2570,798454
2571,891011
2572,294790
2573,437118
2574,604096
2575,562473
2576,492364
2577,849424
2578,475345
2579,658520
2580,965635
2581,964202
2582,123044
2583,236610
2584,873288
2585,219806
2586,764704
2587,120503
2588,366899
2589,966816
2590,620665
2591,567336
2592,782368
2593,868507
2594,965373
2595,958321
2596,334290
2597,547368
2598,931012
2599,171755
2600,980873
2601,904163
2602,51468
2603,511489
2604,185997
2605,197469
2606,149685
2607,987016
2608,167115
2609,193633
2610,108268
2611,574603
2612,925503
2613,209486
2614,832072
2615,908116
2616,155867
2617,691070
2618,187500
2619,695582
2620,823628
2621,92379
2622,270668
2623,659229
2624,614859
2625,987107
2626,384388
2627,474580
2628,830146
2629,1009828
2630,457824
2631,303785
2632,230358
2633,483918
2634,618977
2635,834833
2636,425151
2637,173793
2638,925851
2639,30606
2640,480213
2641,498068
2642,582954
2643,518942
2644,303220
2645,1002363
2646,88311
2647,741540
2648,348187
2649,190085
2650,304048
2651,268445
2652,492527
2653,482674
2654,700997
2655,494081
2656,986831
2657,351556
2658,896145
2659,883922
2660,980208
2661,91244
2662,411234
2663,131043
2664,609853
2665,924244
2666,776931
2667,998893
2668,593590
2669,327532
2670,568464
2671,416373
2672,190559
2673,901339
2674,237612
2675,820503
2676,163217
2677,502383
2678,532232
2679,755494
2680,112036
2681,656066
2682,400601
2683,176538
2684,144900
2685,146371
2686,478210
2687,321851
2688,110123
2689,418929
2690,945785
2691,237010
2692,99806
2693,533189
2694,9773
2695,708386
2696,491811
2697,356352
2698,751171
2699,786323
2700,535882
2701,109478
2702,427003
2703,230169
2704,235636
2705,307626
2706,164814
2707,597401
2708,1005056
2709,55607
2710,892174
2711,455559
2712,877500
2713,898585
2714,84880
2715,349501
2716,682875
2717,490772
2718,724000
2719,358102
2720,756934
2721,43160
2722,214475
2723,876629
2724,475768
2725,857091
2726,46646
2727,257296
2728,569508
2729,762720
2730,896377
2731,769097
2732,700021
2733,141927
2734,23448
2735,601105
2736,866670
2737,680885
2738,104544
2739,329567
2740,69774
2741,183108
2742,283926
2743,155256
2744,666329
2745,147768
2746,278886
2747,119671
2748,950222
2749,995297
2750,335349
2751,261457
2752,25163
2753,226320
2754,653643
2755,252183
2756,537446
2757,38831
2758,945179
2759,151970
2760,297725
2761,704980
2762,473126
2763,793279
2764,311384
2765,577664
2766,955337
2767,615344
2768,230574
2769,164644
2770,718786
2771,858425
2772,98287
2773,140260
2774,1798
2775,814679
2776,54644
2777,35251
2778,959466
2779,1021985
2780,608520
2781,611964
2782,643265
2783,1020978
2784,367848
2785,390097
2786,416319
2787,916767
2788,399000
2789,569706
2790,35888
2791,90519
2792,7543
2793,6969
2794,117243
2795,854184
2796,405419
2797,609198
2798,892202
2799,505766
2800,525917
2801,338214
2802,894606
2803,862613
2804,734025
2805,336856
2806,542957
2807,15579
2808,68955
2809,376282
2810,104572
2811,160500
2812,371214
2813,311330
2814,441518
2815,984192
2816,264466
2817,949078
2818,335497
2819,948512
2820,741592
2821,636426
2822,633485
2823,461080
2824,138971
2825,189319
2826,442411
2827,624740
2828,462893
2829,482328
2830,618202
2831,151773
2832,855440
2833,1020622
2834,387060
2835,889943
2836,931958
2837,767552
2838,812222
2839,589859
2840,690564
2841,448941
2842,264002
2843,96119
2844,650563
2845,436438
2846,56802
2847,964784
2848,740256
2849,862359
2850,513008
2851,175635
2852,675979
2853,913444
2854,160035
2855,112963
2856,194934
2857,143169
2858,118415
2859,787234
2860,877033
2861,928620
2862,841300
2863,656154
2864,910617
2865,328796
2866,1013998
2867,369009
2868,223051
2869,652272
2870,2751
2871,396899
2872,112518
2873,697839
2874,370526
2875,857995
2876,836612
2877,278227
2878,747178
2879,164417
2880,362473
2881,772380
2882,555505
2883,947636
2884,477086
2885,662321
2886,940941
2887,159042
2888,295567
2889,803169
2890,54360
2891,119145
2892,389180
2893,28752
2894,81802
2895,381239
2896,539944
2897,188148
2898,4485
2899,511301
2900,604734
2901,349438
2902,280330
2903,831288
2904,646267
2905,121170
2906,171968
2907,619803
2908,636761
2909,593465
2910,706192
2911,47102
2912,468567
2913,939679
2914,720419
2915,683014
2916,494294
2917,645071
2918,975233
2919,776169
2920,385520
2921,564152
2922,51719
2923,550244
2924,161681
2925,295658
2926,625019
2927,666537
2928,207291
2929,441543
2930,272956
2931,70783
2932,729264
2933,978294
2934,120230
2935,815646
2936,625556
2937,846943
2938,96680
2939,594780
2940,591098
2941,560705
2942,48206
2943,646784
2944,492088
2945,773846
2946,550362
2947,816602
2948,708049
2949,898632
2950,37476
2951,222913
2952,457747
2953,772886
2954,81005
2955,185087
2956,921714
2957,132141
2958,784150
2959,466004
2960,180865
2961,832073
2962,515777
2963,737504
2964,175137
2965,965387
2966,413078
2967,516660
2968,927936
2969,201379
2970,316604
2971,567269
2972,935731
2973,233710
2974,535112
2975,438957
2976,975779
2977,720553
2978,133377
2979,1002384
2980,326321
2981,283085
2982,774939
2983,200818
2984,249947
2985,606312
2986,898531
2987,377612
2988,458208
2989,656876
2990,104412
2991,304212
2992,674616
2993,301569
2994,320108
2995,749641
2996,973486
2997,225477
2998,414682
2999,340777
